delta1,delta2,delta3,delta4
00002,00003,00001,00004
00005,00003,00001,00005
00003,00003,00002,00001
00006,00006,00002,00006
00007,00010,00004,00006
00008,00011,00003,00006
00011,00011,00007,00006
00016,00015,00009,00012
00018,00015,00012,00016
00020,00015,00013,00019
00021,00015,00013,00019
00017,00015,00013,00019
00018,00017,00016,00021
00018,00017,00016,00022
00018,00017,00016,00024
00018,00017,00016,00025
00018,00017,00016,00027
00018,00017,00016,00027
00016,00016,00017,00027
00019,00013,00014,00025
00016,00012,00013,00024
00016,00010,00010,00022
00012,00008,00007,00019
00010,00006,00006,00016
00007,00003,00004,00014
00007,00003,00004,00010
00007,00003,00004,00011
00007,00003,00004,00010
00007,00003,00004,00010
00007,00003,00004,00006
00006,00002,00001,00007
00001,00000,00001,00004
00002,00002,00001,00004
00002,-0001,00001,00004
00002,00001,00000,00003
00003,00001,00000,00004
00001,00000,00001,00003
00002,00002,-0001,00003
00000,00000,00001,00002
00002,00001,-0001,00001
00002,00001,00000,00001
00002,00001,00000,00001
00002,00001,00001,00002
00001,-0002,00001,00002
00001,-0002,00001,00002
00001,-0002,00002,00002
00001,00000,00000,00002
00003,00001,00002,00004
00000,00000,00000,00003
00001,00000,00000,00002
00000,00001,00000,00004
00002,00002,00000,00002
00001,-0002,00000,00002
00002,00001,-0001,00000
00000,-0002,-0001,00002
