delta1,delta2,delta3,delta4
00001,00004,00000,00002
-0001,00003,00000,00003
00002,00004,00003,00001
00001,00004,00001,00003
00003,00004,00002,00003
00002,00007,00001,00003
00003,00007,00003,00005
00006,00011,00005,00008
00008,00013,00007,00008
00009,00017,00008,00011
00012,00016,00013,00015
00015,00018,00015,00020
00015,00018,00015,00022
00015,00018,00015,00022
00015,00018,00015,00026
00015,00018,00015,00025
00015,00018,00015,00026
00016,00017,00017,00026
00014,00011,00013,00024
00010,00006,00008,00020
00007,00004,00005,00016
00005,00003,00002,00012
00005,00003,00002,00011
00005,00003,00002,00009
00005,00003,00002,00010
00005,00003,00002,00006
00005,00003,00002,00007
00001,00003,00001,00008
00000,00005,00003,00008
00002,00004,00001,00006
00002,00003,00001,00006
00003,00002,00000,00004
00002,00003,00000,00002
-0001,00002,-0002,00004
00000,00002,00000,00004
00000,00002,00001,00003
-0001,00002,00000,00003
00000,00005,-0001,00002
00001,00003,-0001,00000
00000,00001,-0001,00000
00000,00001,00000,00001
00000,00003,-0001,00001
00001,00000,00000,00003
00000,00004,00000,00002
00001,00002,00001,00000
-0001,00002,-0001,00002
-0001,00001,-0001,00002
-0001,00002,00000,00001
-0001,00000,00000,00003
-0002,00003,00000,00003
00000,00000,00002,00003
00000,00002,-0001,00000
00001,00003,-0002,00007
00000,00001,00000,00002
-0001,00002,00000,00002
