delta1,delta2,delta3,delta4
00000,-0001,00003,00001
-0001,00001,00003,00001
00001,-0001,00002,00001
00001,-0003,00002,00000
00000,-0001,00002,00003
-0001,00000,00002,00003
00002,00003,00003,00002
00002,00004,00004,00003
00003,00005,00004,00003
00001,00009,00006,00004
00005,00009,00008,00005
00008,00014,00010,00009
00013,00016,00014,00011
00016,00020,00016,00014
00016,00023,00016,00014
00016,00021,00016,00014
00016,00023,00016,00014
00016,00025,00016,00014
00016,00027,00016,00014
00015,00026,00027,00024
00015,00026,00030,00031
00015,00026,00030,00030
00015,00026,00033,00034
00015,00026,00034,00031
00015,00026,00034,00034
00025,00030,00035,00036
00024,00030,00035,00036
00026,00030,00035,00036
00029,00030,00035,00036
00028,00030,00035,00036
00027,00030,00035,00036
00027,00014,00022,00037
00027,00013,00022,00037
00027,00010,00022,00037
00027,00007,00022,00037
00027,00007,00022,00037
00027,00003,00022,00037
00018,00004,00007,00025
00018,00004,00009,00025
00018,00004,00006,00025
00018,00004,00005,00025
00018,00004,00004,00025
00018,00004,00004,00025
00005,00001,00004,00008
00005,00001,00004,00009
00006,00001,00004,00007
00003,00001,00004,00006
00002,00001,00004,00004
00002,00001,00004,00006
00001,-0001,00003,00005
-0001,-0004,00003,00000
00003,00000,00001,-0001
00002,-0002,00002,00002
00005,00001,00003,00003
-0001,-0003,00002,00001
