delta1,delta2,delta3,delta4
00001,-0003,-0001,00001
00002,00000,-0002,00003
00003,00003,-0001,00002
00001,-0001,-0003,00002
00001,00000,-0002,00001
-0007,00012,-0001,00008
00002,00002,-0002,00004
00006,00003,00000,00003
00007,00005,00000,00005
00008,00009,00002,00006
00011,00012,00005,00011
00013,00013,00008,00013
00015,00015,00009,00017
00018,00015,00013,00021
00018,00015,00013,00023
00018,00015,00013,00027
00018,00015,00013,00025
00018,00015,00013,00025
00018,00015,00013,00027
00022,00014,00013,00026
00024,00014,00013,00026
00022,00014,00013,00026
00024,00014,00013,00026
00018,00014,00013,00026
00015,00008,00008,00028
00011,00005,00004,00025
00008,00002,00001,00020
00007,00004,00000,00010
00007,00004,00000,00010
00007,00004,00000,00009
00007,00004,00000,00009
00007,00004,00000,00011
00007,00004,00000,00005
00004,-0001,-0001,00006
00004,00000,-0003,00006
00003,00001,-0002,00004
00005,00000,-0003,00003
00003,00000,-0003,00003
00001,00000,-0001,00002
00001,00000,-0003,00002
00003,-0003,-0001,00002
00001,00001,-0003,00002
-0001,-0003,-0003,00003
00002,00000,-0002,00003
00003,00003,-0003,00004
00003,-0001,-0004,00003
00002,00000,-0003,00002
00002,-0002,-0003,00003
00007,-0004,-0001,00004
00003,-0002,-0003,00002
00003,-0002,-0001,00002
00003,00000,-0002,00001
00002,-0001,-0002,00002
00001,-0001,-0002,00002
00003,00000,-0001,00001
