delta1,delta2,delta3,delta4
00000,00001,-0001,00002
-0001,00001,-0001,00002
00000,00001,00001,00003
-0001,00001,00000,00002
00000,00003,00000,00003
00001,00005,00001,00002
00002,00006,00002,00003
00003,00006,00002,00003
00003,00005,00005,00005
00005,00012,00006,00006
00011,00013,00008,00009
00015,00021,00012,00015
00015,00016,00012,00015
00015,00020,00016,00022
00015,00020,00016,00025
00015,00020,00016,00025
00015,00021,00016,00027
00015,00018,00016,00028
00015,00018,00016,00028
00020,00018,00018,00029
00015,00018,00018,00029
00014,00012,00014,00027
00011,00005,00007,00021
00006,00005,00003,00014
00006,00005,00003,00011
00006,00005,00003,00010
00006,00005,00003,00007
00006,00005,00003,00006
00006,00005,00003,00007
00001,00004,00002,00006
00001,00003,00001,00001
00001,00002,00001,00003
00001,00003,00000,00001
-0001,00003,00000,00003
00001,00003,00000,00004
-0002,00001,00000,00004
00001,00002,00001,00003
00001,00002,-0001,00003
00000,00001,00000,00002
00000,00005,00000,00002
00001,00004,00000,00002
-0002,00001,00000,00002
-0003,00000,00001,00003
00000,00002,00000,00001
-0001,00001,00000,00001
-0001,00001,-0001,00000
-0001,00000,-0001,00001
00000,00002,00000,00003
-0002,00001,00001,00003
-0002,00003,00000,00000
00000,00001,00000,00002
00000,00002,00000,00002
-0001,00001,00000,00002
-0002,00001,00002,00003
00000,00002,00000,00003
