delta1,delta2,delta3,delta4
00001,-0002,00002,00001
00000,-0002,00001,00002
00001,00000,00002,00001
00000,00000,00002,00000
00000,00000,00002,00002
00002,-0001,00003,00003
00001,00002,00003,00001
00002,00003,00003,00003
00002,00003,00004,00004
00005,00004,00005,00005
00006,00008,00006,00004
00007,00010,00008,00006
00009,00014,00011,00008
00013,00021,00016,00013
00013,00023,00016,00013
00013,00026,00016,00013
00013,00023,00016,00013
00013,00032,00016,00013
00013,00037,00016,00013
00020,00043,00028,00021
00025,00043,00034,00023
00028,00043,00036,00025
00030,00043,00038,00029
00034,00043,00043,00031
00040,00043,00042,00031
00044,00030,00042,00038
00044,00017,00027,00045
00029,00010,00015,00042
00029,00005,00012,00042
00029,00005,00011,00042
00029,00003,00008,00042
00029,00002,00007,00042
00029,00001,00007,00042
00007,00001,00006,00015
00005,00001,00006,00014
00008,00001,00006,00012
00004,00001,00006,00009
00002,00001,00006,00008
00001,00001,00006,00007
00003,-0002,00003,00005
00000,-0001,00000,00002
00001,-0002,00000,00001
00001,00000,00001,00003
00001,-0003,00001,00001
00001,-0001,00002,00001
-0001,-0004,00001,00001
-0001,-0006,00000,-0004
00001,-0001,00001,-0004
-0001,-0002,-0001,00002
00000,00000,00000,00001
-0001,-0004,00001,00001
00001,-0002,00001,00003
-0001,-0003,00002,00001
00001,-0002,00001,00001
00000,-0002,00002,00001
