delta0,delta1,delta2,delta3
-5,-1,-1,-1
-1,-2,-2,1
-1,-3,-2,1
-1,-4,0,1
-1,-4,4,3
-1,-4,4,3
-1,2,4,3
1,2,6,4
1,2,6,4
1,-4,8,8
2,-4,8,9
2,3,7,9
2,3,7,14
1,2,7,14
1,2,10,14
1,2,10,21
4,5,15,21
4,4,16,22
4,4,16,26
8,4,18,31
8,4,16,39
8,4,16,39
8,7,16,46
7,7,18,49
8,7,20,58
7,7,20,61
8,7,22,65
6,7,23,70
8,7,23,76
8,7,24,79
8,7,26,89
8,10,29,96
9,10,35,101
12,18,35,107
12,18,35,109
12,18,38,109
12,18,39,109
12,8,42,112
12,8,53,112
11,9,56,112
11,11,65,105
13,11,85,104
13,11,87,96
13,13,89,77
16,13,93,69
18,21,93,66
18,21,78,53
18,21,76,51
18,21,69,51
18,24,48,44
13,31,43,39
13,31,31,36
11,9,24,14
8,8,22,13
8,7,22,11
2,1,12,6
2,1,10,6
2,1,10,6
-2,-4,5,3
-3,-5,2,3
-3,-6,2,3
-2,-6,1,1
-2,-4,1,1
