delta0,delta1,delta2,delta3
6,1,2,5
3,5,2,6
3,5,2,6
3,5,6,6
4,2,9,7
4,2,9,7
4,2,9,7
10,7,8,14
10,7,8,14
10,7,12,14
11,10,18,21
11,10,18,21
11,16,21,21
15,22,29,31
15,22,30,31
15,24,30,31
17,31,35,41
17,31,35,41
17,31,35,41
22,32,44,47
22,32,45,47
22,32,49,47
27,34,56,61
27,34,65,61
27,34,76,66
27,34,76,72
27,34,89,76
27,34,103,81
18,30,104,86
18,30,104,86
18,30,108,90
18,30,116,99
29,30,116,99
29,27,116,113
27,25,115,120
27,25,115,123
27,25,112,138
26,19,95,139
26,19,94,153
26,19,92,157
22,18,74,166
22,18,74,166
22,18,72,166
22,18,63,167
22,18,63,167
22,18,63,167
22,18,51,164
22,18,51,164
22,18,51,164
24,20,47,157
24,20,47,156
24,20,44,156
21,20,39,130
21,20,39,119
21,20,38,113
22,18,37,82
22,18,37,78
22,18,37,71
15,17,36,51
15,17,36,51
15,17,36,51
15,17,23,35
15,17,23,35
15,10,23,33
7,5,15,17
7,5,15,17
4,5,13,17
4,1,8,4
4,1,8,4
4,-3,8,4
-1,2,2,-1
-1,2,2,-1
-1,2,1,-1
