delta0,delta1,delta2,delta3
7,3,17,9
9,6,17,9
6,6,15,14
6,6,15,14
6,6,15,10
8,6,18,10
8,7,18,10
7,7,17,12
7,7,16,14
7,7,16,14
7,7,16,14
10,9,20,16
10,9,22,16
10,9,24,17
11,11,24,19
12,11,22,19
13,18,22,19
13,19,30,27
15,19,33,32
15,21,37,34
22,32,42,41
23,34,49,50
23,37,52,52
27,38,66,67
27,38,75,67
30,39,75,68
34,41,91,72
34,41,95,76
36,37,97,77
30,37,109,84
30,39,114,84
30,39,116,89
30,39,116,93
30,39,113,93
30,34,112,93
31,32,112,101
31,32,111,105
27,30,104,111
27,30,101,128
27,30,93,130
32,31,86,141
31,33,85,146
31,33,82,149
29,30,74,151
29,30,71,162
29,30,70,162
29,30,66,165
29,30,66,165
29,30,66,165
29,30,64,166
29,30,62,169
29,28,61,169
33,28,55,165
28,29,52,158
28,29,52,155
28,24,49,143
29,24,49,143
29,24,49,137
28,26,47,124
27,26,42,118
27,26,42,106
27,27,42,94
32,31,42,92
32,31,42,86
28,26,42,77
28,26,40,74
31,29,40,68
31,29,40,67
31,29,41,61
31,29,41,60
19,20,34,51
19,20,26,49
15,20,25,39
13,16,23,31
9,10,19,25
7,10,18,19
5,5,15,19
5,5,15,12
3,5,15,10
3,7,15,10
3,7,13,9
3,7,11,9
