delta0,delta1,delta2,delta3
13,13,17,16
10,15,17,16
10,15,17,16
10,11,22,16
14,11,21,16
14,11,21,16
14,8,21,13
12,8,23,13
12,8,23,13
12,16,21,17
16,15,21,18
16,15,21,18
21,14,26,24
20,14,25,24
20,14,25,25
20,17,25,28
21,16,28,31
21,16,28,31
22,15,32,31
27,15,32,37
27,15,32,38
30,20,33,44
33,21,33,53
33,21,33,53
35,25,37,61
35,25,37,66
35,25,37,69
36,19,42,72
36,19,40,75
36,19,41,75
36,19,41,82
36,19,44,83
36,19,44,84
34,25,44,87
34,24,44,102
34,24,44,109
37,24,45,111
37,24,45,125
37,24,45,136
37,25,50,137
38,25,60,147
38,25,60,155
37,28,61,156
37,28,75,163
37,28,79,163
37,28,80,157
37,28,92,156
35,30,100,145
35,30,102,136
35,30,110,134
35,30,117,129
35,30,118,119
38,35,126,112
39,35,126,105
40,35,119,89
43,35,113,88
43,36,108,81
43,40,89,70
43,41,79,70
43,41,73,68
43,41,64,61
43,41,60,59
43,37,56,59
34,25,41,43
32,25,40,40
27,22,40,38
22,20,29,30
22,16,28,23
22,16,24,23
15,10,22,17
14,10,21,17
14,10,21,17
14,12,21,16
16,12,20,16
16,12,20,16
12,14,20,15
12,9,20,14
12,9,20,14
