delta0,delta1,delta2,delta3
11,12,12,12
11,12,12,12
13,9,12,12
7,4,13,13
7,4,13,13
7,4,13,13
11,12,14,12
11,12,14,12
11,6,14,12
9,6,18,13
9,6,18,13
9,6,18,13
13,9,14,8
13,9,14,8
13,9,14,8
15,12,14,13
15,12,14,13
15,7,14,13
16,7,15,13
16,7,15,13
15,9,15,14
13,9,16,16
13,9,16,16
13,9,16,16
16,8,27,26
16,8,27,26
16,8,27,27
21,15,28,32
21,15,28,32
25,17,28,32
24,14,30,45
24,14,30,45
24,14,30,45
27,18,32,51
27,18,32,51
29,19,35,58
27,17,33,61
27,17,33,61
27,17,33,61
31,20,38,72
36,20,38,72
36,20,40,72
36,20,38,81
36,20,38,81
33,20,38,81
33,23,38,92
33,23,38,94
34,22,40,96
31,21,42,111
31,21,42,113
31,21,39,114
32,19,39,129
32,19,39,140
32,19,48,145
32,21,48,157
32,21,48,160
32,22,50,165
34,19,52,173
34,19,54,173
34,19,54,172
34,24,67,172
34,24,67,172
34,24,70,173
34,24,77,171
41,28,77,171
41,28,82,167
41,28,89,167
41,28,94,167
33,23,98,160
33,23,122,157
33,23,138,155
34,27,147,142
30,27,171,141
30,27,173,126
30,29,173,104
39,34,173,99
39,35,171,96
39,37,154,87
39,40,142,87
41,43,125,87
41,46,107,80
42,60,91,77
42,62,75,77
38,68,59,58
38,68,53,57
38,68,45,56
38,68,45,50
38,68,43,47
32,44,40,47
21,22,26,29
19,21,26,29
15,16,23,29
15,11,22,14
6,7,20,14
6,7,18,14
6,7,15,13
4,5,11,13
4,5,11,13
4,5,11,8
