delta0,delta1,delta2,delta3
-1,0,1,2
-1,0,1,2
2,1,3,2
2,1,5,2
2,1,5,2
2,1,4,3
2,1,4,3
2,1,4,3
3,3,6,5
3,3,6,5
3,3,6,5
4,6,9,11
4,8,9,14
4,8,9,14
7,7,17,16
9,7,17,16
9,7,17,16
10,16,22,24
17,21,27,28
17,21,27,28
16,26,32,35
16,26,36,41
16,26,36,41
22,33,40,50
22,34,46,53
22,34,46,53
24,30,52,54
24,30,55,54
24,30,55,54
23,33,60,59
23,30,67,66
23,30,67,66
22,26,73,67
22,26,79,69
22,26,79,69
23,25,80,80
23,25,83,88
23,25,83,88
21,22,83,98
19,22,82,110
19,23,82,110
19,23,69,121
19,23,69,128
19,23,69,128
19,18,67,133
19,18,66,143
19,18,66,143
19,14,55,150
20,14,49,150
20,14,49,150
18,14,42,141
18,14,39,134
21,21,42,134
22,21,39,131
22,17,39,109
22,17,39,100
22,17,38,96
27,19,37,71
27,19,37,71
27,19,35,66
27,19,34,53
27,19,34,49
22,19,30,48
10,7,17,20
10,7,17,20
8,7,16,20
5,-1,12,9
5,-1,12,9
5,-1,12,5
3,3,6,1
3,3,6,1
3,3,6,1
1,0,6,3
1,0,6,3
1,0,5,3
6,1,1,5
6,1,1,5
