delta0,delta1,delta2,delta3
5,6,15,7
8,10,14,7
8,11,14,7
8,11,14,7
8,12,15,9
8,10,15,9
8,10,15,9
6,9,15,11
6,9,17,15
9,9,17,15
9,8,20,17
9,8,23,17
9,7,23,17
9,7,22,16
9,7,22,16
9,7,22,17
12,14,26,19
15,16,27,22
15,16,28,22
15,16,31,26
15,16,32,26
17,21,32,27
19,23,36,30
20,29,38,39
24,31,46,39
30,36,47,48
33,40,59,59
33,42,64,62
33,43,67,65
33,44,69,66
38,44,74,66
38,41,81,70
38,40,85,71
35,38,91,73
35,37,93,76
32,37,100,86
32,38,100,86
32,38,100,90
34,36,100,90
34,36,103,90
28,34,103,96
28,34,103,102
28,34,101,102
28,34,98,104
28,34,98,111
28,34,98,111
28,34,96,113
28,32,95,117
28,30,95,121
29,30,89,124
29,30,86,138
31,30,82,144
31,30,76,147
30,29,75,158
30,30,67,164
28,27,60,167
28,27,55,171
28,27,53,171
30,27,52,165
35,27,50,160
35,26,49,155
34,26,47,141
26,25,45,137
30,27,45,124
29,26,45,110
29,26,45,106
29,26,45,99
30,27,45,86
30,28,45,83
30,27,43,80
30,27,43,67
30,27,42,67
30,27,39,67
30,27,35,56
30,27,33,53
21,18,31,45
17,17,28,31
14,9,25,31
11,8,19,20
10,8,18,17
10,4,18,15
10,4,18,13
7,3,18,12
7,3,17,9
