delta0,delta1,delta2,delta3
-6,-8,-1,-3
-6,-8,-1,-6
-5,-10,-5,-1
-5,-10,-5,-1
-5,-10,-5,-1
-5,-6,-6,-8
-5,-6,-6,-8
-5,-6,-6,-8
-5,0,-7,-7
-5,0,-7,-7
-2,0,-4,-7
-2,-7,-1,-1
-2,-7,-1,-1
-4,-8,0,-1
-2,-3,5,7
-2,-3,5,7
-2,-3,5,9
0,-1,10,10
0,-1,10,10
7,3,14,16
12,18,24,22
12,18,24,22
12,28,26,31
15,34,34,34
15,34,34,34
19,37,43,35
19,37,46,47
19,37,46,47
19,36,65,53
23,37,69,59
23,37,72,59
23,37,98,67
21,26,99,72
21,26,118,72
34,41,127,84
34,41,138,85
34,41,138,85
34,41,140,94
13,14,142,97
13,14,142,97
11,14,142,137
10,14,134,138
10,14,132,138
10,10,121,178
10,10,105,178
10,10,93,178
11,6,83,198
11,6,65,198
7,3,65,198
7,3,57,193
7,3,49,193
7,3,49,193
7,3,47,191
7,3,47,191
7,3,47,191
13,5,42,175
13,5,39,159
13,5,39,155
7,-1,25,143
5,-5,20,101
5,-5,20,101
5,-5,20,93
7,-5,21,64
7,-7,21,64
7,-7,21,63
7,-7,15,43
7,-7,15,43
7,-7,15,43
3,-8,13,24
3,-8,13,24
3,-8,11,18
-5,-10,1,-1
-5,-10,1,-1
-5,-10,1,-3
