delta1,delta2,delta3,delta4
0119,0201,0345,0302,
0116,0201,0339,0297,
0116,0201,0339,0297,
0116,0191,0332,0293,
0116,0191,0329,0287,
0116,0191,0329,0287,
0116,0193,0329,0287,
0116,0193,0335,0290,
0116,0193,0335,0290,
0116,0199,0341,0299,
0127,0208,0375,0331,
0127,0208,0394,0336,
0130,0222,0397,0350,
0141,0235,0449,0395,
0141,0235,0449,0395,
0133,0218,0404,0351,
0127,0210,0394,0344,
0127,0210,0376,0331,
0119,0192,0342,0299,
0115,0192,0333,0287,
0115,0192,0333,0287,
0110,0188,0333,0279,
0110,0188,0326,0279,
0110,0188,0326,0279,
0114,0191,0326,0282,
0116,0192,0334,0284,
0116,0192,0334,0284,
0119,0199,0337,0296,
0118,0199,0344,0298,
0118,0199,0344,0298,
