delta1,delta2,delta3,delta4
0075,0113,0215,0166,
0076,0113,0209,0165,
0076,0113,0209,0165,
0078,0123,0227,0187,
0082,0123,0235,0188,
0082,0123,0242,0188,
0091,0143,0290,0231,
0091,0145,0292,0231,
0091,0145,0294,0231,
0091,0145,0292,0231,
0081,0135,0254,0195,
0080,0115,0228,0177,
0075,0112,0221,0168,
0065,0105,0197,0154,
0065,0105,0197,0154,
0069,0110,0211,0164,
0072,0115,0213,0170,
0072,0115,0222,0201,
0096,0143,0283,0229,
0097,0161,0311,0249,
0106,0169,0354,0281,
0106,0183,0359,0285,
0101,0183,0359,0285,
0101,0183,0359,0285,
0096,0183,0359,0285,
0079,0128,0244,0191,
0077,0114,0227,0170,
0073,0112,0213,0169,
0068,0097,0187,0142,
0068,0097,0187,0142,
