delta1,delta2,delta3,delta4
0129,0223,0347,0282,
0122,0217,0353,0281,
0122,0217,0353,0281,
0122,0217,0353,0281,
0124,0213,0350,0278,
0124,0213,0350,0278,
0124,0213,0350,0278,
0126,0220,0351,0281,
0126,0222,0351,0281,
0126,0222,0351,0281,
0124,0220,0360,0281,
0124,0220,0360,0281,
0124,0220,0360,0281,
0128,0216,0361,0285,
0128,0216,0361,0284,
0128,0216,0361,0284,
0128,0222,0360,0284,
0128,0223,0360,0284,
0128,0223,0360,0284,
0126,0224,0354,0284,
0126,0224,0354,0282,
0126,0224,0354,0282,
0129,0218,0361,0282,
0129,0218,0366,0286,
0129,0218,0366,0286,
0126,0224,0360,0287,
0126,0227,0360,0287,
0126,0227,0360,0287,
0128,0224,0363,0292,
0128,0224,0363,0293,
