delta1,delta2,delta3,delta4
0087,0132,0223,0184,
0072,0106,0188,0158,
0064,0088,0141,0109,
0061,0088,0141,0109,
0061,0088,0141,0109,
0061,0088,0141,0109,
0068,0091,0155,0142,
0068,0091,0160,0142,
0068,0091,0164,0144,
0095,0128,0226,0199,
0100,0147,0263,0233,
0100,0147,0263,0233,
0109,0147,0263,0233,
0109,0147,0263,0233,
0109,0147,0263,0233,
0096,0147,0263,0233,
0095,0147,0263,0233,
0085,0127,0235,0189,
0084,0126,0220,0186,
0073,0109,0187,0156,
0052,0083,0145,0121,
0052,0083,0145,0121,
0052,0083,0145,0121,
0052,0083,0145,0121,
0072,0100,0174,0154,
0072,0108,0192,0157,
0072,0110,0196,0160,
0097,0145,0263,0217,
0099,0148,0274,0235,
0099,0148,0274,0235,
