delta1,delta2,delta3,delta4
0111,0193,0314,0264,
0111,0193,0314,0264,
0112,0192,0316,0256,
0112,0192,0316,0256,
0112,0192,0316,0256,
0115,0195,0319,0269,
0115,0195,0319,0271,
0115,0195,0319,0271,
0115,0198,0314,0271,
0115,0197,0314,0268,
0115,0197,0314,0268,
0116,0196,0315,0267,
0116,0196,0315,0267,
0116,0196,0315,0267,
0114,0193,0324,0267,
0114,0193,0320,0263,
0114,0193,0320,0263,
0116,0189,0320,0258,
0118,0189,0324,0258,
0118,0189,0324,0258,
0118,0190,0320,0261,
0118,0190,0320,0261,
0118,0190,0320,0261,
0112,0192,0320,0265,
0112,0192,0319,0263,
0112,0192,0319,0263,
0116,0191,0319,0263,
0116,0191,0320,0266,
0116,0191,0320,0266,
0118,0194,0317,0254,
