delta1,delta2,delta3,delta4
0101,0166,0285,0277,
0101,0166,0285,0277,
0103,0165,0285,0277,
0107,0165,0285,0277,
0107,0165,0285,0277,
0102,0170,0290,0277,
0102,0170,0294,0277,
0102,0170,0294,0277,
0099,0174,0297,0281,
0099,0171,0291,0281,
0099,0171,0291,0281,
0109,0171,0291,0287,
0107,0171,0301,0287,
0107,0171,0301,0287,
0103,0176,0308,0288,
0103,0177,0306,0288,
0103,0177,0306,0288,
0108,0177,0306,0292,
0109,0178,0308,0294,
0109,0178,0308,0294,
0108,0177,0316,0302,
0108,0176,0312,0300,
0108,0176,0312,0300,
0105,0176,0312,0300,
0105,0176,0321,0302,
0105,0176,0321,0302,
0111,0185,0326,0306,
0111,0185,0326,0306,
0111,0185,0326,0306,
0107,0186,0330,0307,
