delta1,delta2,delta3,delta4
0129,0229,0366,0273,
0129,0229,0366,0273,
0129,0229,0366,0273,
0134,0225,0371,0270,
0134,0225,0370,0270,
0134,0225,0370,0270,
0131,0229,0364,0272,
0131,0230,0364,0272,
0131,0230,0364,0272,
0132,0229,0373,0271,
0130,0229,0374,0271,
0130,0229,0374,0271,
0126,0231,0369,0278,
0126,0231,0369,0281,
0126,0231,0369,0281,
0135,0228,0376,0273,
0134,0228,0377,0273,
0134,0228,0377,0273,
0134,0230,0373,0277,
0135,0230,0373,0277,
0135,0230,0373,0277,
0132,0233,0377,0272,
0132,0234,0381,0272,
0132,0234,0381,0272,
0129,0234,0378,0275,
0129,0234,0378,0275,
0129,0234,0378,0275,
0135,0227,0381,0281,
0135,0227,0385,0281,
0135,0227,0385,0281,
