delta1,delta2,delta3,delta4
0134,0231,0368,0260,
0134,0235,0358,0258,
0135,0235,0358,0258,
0135,0235,0358,0258,
0128,0237,0360,0264,
0128,0237,0360,0262,
0128,0237,0360,0262,
0134,0239,0365,0256,
0134,0240,0365,0256,
0134,0240,0365,0256,
0128,0236,0360,0256,
0128,0236,0360,0256,
0128,0236,0360,0256,
0135,0237,0365,0255,
0135,0237,0368,0255,
0135,0237,0368,0255,
0134,0233,0368,0260,
0133,0233,0370,0260,
0133,0233,0370,0260,
0133,0232,0369,0260,
0135,0232,0369,0260,
0135,0232,0369,0260,
0135,0235,0366,0257,
0134,0235,0366,0257,
0134,0235,0366,0257,
0129,0232,0357,0258,
0129,0232,0357,0258,
0129,0232,0357,0258,
0130,0239,0349,0257,
0130,0239,0349,0256,
