delta1,delta2,delta3,delta4
0133,0221,0435,0398,
0133,0222,0439,0404,
0133,0222,0439,0404,
0131,0223,0439,0394,
0131,0223,0439,0394,
0131,0223,0439,0394,
0131,0225,0440,0401,
0131,0225,0445,0401,
0131,0225,0445,0401,
0131,0223,0450,0411,
0131,0223,0455,0420,
0131,0223,0455,0420,
0136,0223,0461,0422,
0136,0223,0461,0422,
0136,0223,0461,0422,
0136,0231,0477,0434,
0136,0233,0487,0450,
0136,0233,0492,0450,
0146,0245,0514,0480,
0146,0253,0552,0505,
0146,0253,0552,0505,
0145,0251,0548,0504,
0145,0251,0532,0490,
0145,0251,0532,0490,
0141,0240,0507,0463,
0141,0240,0507,0463,
0141,0240,0507,0463,
0142,0239,0510,0464,
0142,0239,0509,0470,
0142,0239,0509,0470,
