delta1,delta2,delta3,delta4
0076,0143,0197,0180,
0079,0150,0203,0190,
0079,0150,0203,0190,
0081,0154,0207,0195,
0085,0161,0220,0206,
0085,0161,0220,0206,
0085,0161,0220,0206,
0086,0155,0208,0196,
0086,0155,0208,0196,
0086,0154,0205,0192,
0076,0135,0187,0174,
0076,0135,0187,0174,
0076,0133,0187,0174,
0075,0139,0190,0179,
0075,0139,0190,0179,
0079,0144,0195,0186,
0082,0158,0205,0193,
0082,0158,0205,0193,
0084,0163,0216,0205,
0091,0171,0233,0217,
0091,0171,0233,0217,
0091,0171,0233,0217,
0101,0180,0236,0225,
0101,0180,0236,0225,
0101,0180,0236,0225,
0094,0180,0236,0225,
0094,0180,0236,0225,
0094,0180,0236,0225,
0092,0173,0226,0216,
0092,0173,0226,0216,
