delta1,delta2,delta3,delta4
0122,0190,0237,0226,
0122,0190,0237,0226,
0122,0190,0237,0226,
0122,0192,0237,0226,
0122,0192,0237,0226,
0122,0192,0237,0226,
0125,0202,0242,0234,
0125,0202,0242,0234,
0125,0202,0242,0234,
0125,0200,0239,0229,
0125,0200,0239,0229,
0125,0200,0239,0229,
0119,0191,0235,0224,
0119,0191,0235,0224,
0119,0191,0235,0224,
0120,0185,0233,0223,
0120,0185,0233,0223,
0120,0185,0233,0223,
0113,0183,0235,0223,
0113,0183,0235,0223,
0111,0183,0235,0223,
0115,0182,0229,0220,
0115,0182,0229,0220,
0115,0182,0229,0220,
0113,0185,0233,0223,
0113,0185,0233,0223,
0113,0185,0233,0223,
0118,0190,0225,0218,
0118,0190,0225,0218,
0118,0190,0225,0218,
