delta1,delta2,delta3,delta4
0104,0153,0236,0253,
0104,0153,0236,0253,
0098,0154,0236,0248,
0098,0154,0234,0248,
0098,0154,0234,0248,
0104,0152,0234,0252,
0104,0152,0238,0257,
0104,0152,0238,0257,
0104,0159,0244,0264,
0104,0159,0244,0264,
0104,0159,0244,0264,
0103,0154,0241,0257,
0103,0154,0233,0257,
0103,0154,0233,0257,
0104,0156,0233,0258,
0104,0156,0238,0255,
0104,0156,0238,0255,
0101,0149,0237,0255,
0101,0149,0237,0259,
0101,0149,0237,0259,
0097,0157,0242,0253,
0097,0155,0236,0253,
0097,0155,0236,0253,
0102,0152,0236,0258,
0102,0152,0240,0258,
0102,0152,0240,0258,
0102,0153,0239,0261,
0102,0153,0239,0261,
0102,0153,0239,0261,
0097,0150,0233,0248,
