delta1,delta2,delta3,delta4
0128,0222,0367,0279,
0126,0230,0360,0284,
0126,0229,0360,0285,
0126,0229,0360,0285,
0124,0225,0356,0285,
0124,0225,0356,0282,
0124,0225,0356,0282,
0126,0220,0361,0278,
0126,0220,0361,0278,
0126,0220,0361,0278,
0128,0223,0364,0277,
0128,0223,0361,0277,
0128,0223,0361,0277,
0127,0221,0352,0277,
0127,0221,0352,0274,
0127,0221,0352,0274,
0127,0222,0349,0274,
0127,0222,0349,0274,
0127,0222,0349,0274,
0128,0223,0352,0274,
0131,0222,0352,0277,
0131,0222,0352,0277,
0132,0218,0350,0274,
0131,0218,0350,0274,
0131,0218,0350,0274,
0124,0221,0352,0275,
0124,0221,0352,0273,
0124,0221,0352,0273,
0127,0220,0352,0267,
0127,0220,0352,0267,
