delta1,delta2,delta3,delta4
0108,0179,0307,0274,
0114,0189,0319,0288,
0119,0199,0351,0315,
0119,0202,0382,0330,
0129,0215,0382,0343,
0138,0232,0457,0394,
0138,0232,0459,0401,
0146,0242,0465,0414,
0139,0228,0459,0401,
0139,0228,0421,0381,
0124,0200,0354,0312,
0117,0194,0344,0305,
0117,0194,0326,0290,
0107,0173,0303,0261,
0107,0173,0302,0261,
0107,0173,0302,0261,
0107,0183,0302,0263,
0107,0183,0314,0263,
0107,0183,0314,0263,
0111,0187,0319,0284,
0115,0193,0338,0294,
0115,0193,0352,0304,
0119,0205,0358,0315,
0137,0218,0411,0372,
0137,0225,0442,0379,
0143,0236,0446,0399,
0146,0244,0461,0409,
0146,0244,0461,0409,
0134,0218,0403,0349,
0126,0210,0395,0343,
