delta1,delta2,delta3,delta4
0121,0194,0336,0278,
0121,0194,0336,0278,
0117,0195,0336,0285,
0117,0195,0333,0285,
0117,0195,0333,0285,
0116,0198,0333,0280,
0116,0198,0333,0280,
0116,0198,0333,0280,
0116,0195,0331,0282,
0119,0195,0331,0282,
0119,0195,0331,0282,
0112,0195,0325,0278,
0112,0195,0325,0278,
0112,0195,0325,0278,
0110,0195,0334,0278,
0110,0195,0333,0278,
0110,0195,0333,0278,
0116,0196,0326,0281,
0119,0196,0326,0281,
0119,0196,0326,0281,
0113,0196,0325,0283,
0113,0197,0325,0283,
0113,0197,0325,0283,
0118,0199,0325,0283,
0116,0194,0325,0281,
0116,0194,0325,0281,
0113,0192,0330,0279,
0113,0192,0330,0279,
0113,0192,0330,0279,
0111,0195,0325,0278,
