delta1,delta2,delta3,delta4
0129,0220,0364,0264,
0129,0220,0364,0264,
0128,0229,0358,0270,
0128,0227,0358,0271,
0128,0227,0358,0271,
0130,0218,0366,0263,
0130,0218,0367,0263,
0130,0218,0367,0263,
0128,0220,0367,0262,
0128,0220,0362,0262,
0128,0220,0362,0262,
0130,0222,0360,0265,
0130,0222,0360,0265,
0130,0222,0360,0265,
0129,0230,0356,0268,
0128,0226,0356,0267,
0128,0226,0356,0267,
0128,0225,0354,0260,
0128,0225,0354,0257,
0128,0225,0354,0257,
0126,0217,0350,0257,
0126,0217,0350,0264,
0126,0217,0350,0264,
0128,0219,0354,0264,
0128,0219,0355,0260,
0128,0219,0355,0260,
0128,0225,0345,0260,
0128,0223,0345,0261,
0128,0223,0345,0261,
0128,0213,0352,0257,
