delta1,delta2,delta3,delta4
0130,0193,0270,0296,
0130,0198,0278,0314,
0130,0198,0278,0314,
0131,0197,0282,0321,
0128,0197,0275,0313,
0128,0197,0275,0313,
0128,0197,0275,0313,
0125,0191,0281,0319,
0125,0191,0281,0319,
0124,0188,0279,0319,
0124,0188,0279,0323,
0124,0188,0279,0323,
0121,0186,0277,0318,
0121,0186,0277,0318,
0121,0186,0277,0318,
0113,0169,0261,0291,
0113,0169,0256,0290,
0113,0169,0256,0290,
0108,0161,0250,0267,
0108,0161,0250,0267,
0108,0161,0250,0267,
0108,0164,0251,0272,
0108,0164,0254,0272,
0108,0164,0254,0272,
0108,0173,0262,0275,
0108,0172,0257,0275,
0108,0172,0257,0275,
0104,0160,0248,0262,
0104,0160,0247,0262,
0104,0160,0247,0262,
