delta1,delta2,delta3,delta4
0133,0245,0366,0256,
0133,0245,0366,0256,
0138,0243,0360,0260,
0138,0243,0360,0260,
0138,0243,0360,0260,
0136,0249,0360,0251,
0136,0249,0360,0251,
0136,0249,0360,0251,
0138,0244,0367,0251,
0138,0244,0373,0251,
0138,0244,0373,0251,
0133,0243,0364,0254,
0133,0243,0364,0251,
0133,0243,0364,0251,
0138,0241,0359,0249,
0138,0241,0359,0249,
0138,0241,0359,0249,
0131,0243,0353,0248,
0131,0243,0353,0248,
0131,0243,0353,0248,
0135,0232,0361,0245,
0135,0232,0361,0245,
0135,0232,0361,0245,
0133,0241,0361,0247,
0133,0241,0359,0247,
0133,0241,0359,0247,
0135,0237,0359,0248,
0135,0237,0362,0250,
0135,0237,0362,0250,
0133,0242,0353,0241,
