delta1,delta2,delta3,delta4
0111,0192,0304,0262,
0111,0193,0304,0262,
0111,0193,0304,0262,
0111,0186,0313,0257,
0111,0186,0313,0257,
0111,0186,0313,0257,
0112,0193,0311,0260,
0112,0193,0311,0264,
0112,0193,0311,0264,
0114,0189,0312,0255,
0114,0189,0310,0255,
0114,0189,0310,0255,
0112,0193,0305,0261,
0112,0198,0305,0267,
0112,0198,0305,0267,
0111,0194,0308,0259,
0111,0194,0308,0259,
0111,0194,0308,0259,
0115,0192,0306,0262,
0115,0192,0306,0262,
0115,0192,0306,0262,
0113,0196,0309,0266,
0113,0196,0309,0266,
0113,0196,0309,0266,
0112,0191,0311,0264,
0112,0191,0311,0264,
0112,0191,0311,0264,
0115,0193,0308,0265,
0115,0193,0308,0265,
0115,0193,0308,0265,
