delta1,delta2,delta3,delta4
0133,0223,0353,0256,
0133,0223,0353,0256,
0125,0229,0347,0254,
0125,0229,0347,0254,
0125,0229,0347,0254,
0128,0225,0345,0255,
0128,0225,0345,0248,
0128,0225,0345,0248,
0129,0225,0350,0247,
0129,0223,0343,0247,
0129,0223,0343,0247,
0128,0220,0343,0247,
0125,0220,0345,0247,
0125,0220,0345,0247,
0125,0222,0338,0242,
0130,0222,0338,0242,
0130,0222,0338,0242,
0125,0227,0342,0250,
0125,0228,0342,0250,
0125,0228,0342,0250,
0131,0223,0347,0251,
0130,0223,0349,0251,
0130,0223,0349,0251,
0127,0219,0345,0247,
0127,0219,0345,0242,
0127,0219,0345,0242,
0125,0220,0343,0242,
0125,0220,0343,0247,
0125,0220,0343,0247,
0121,0221,0342,0241,
