delta1,delta2,delta3,delta4
0122,0207,0358,0317,
0120,0201,0345,0304,
0117,0199,0334,0288,
0117,0199,0334,0288,
0111,0174,0315,0269,
0108,0174,0309,0269,
0108,0174,0309,0269,
0108,0183,0309,0271,
0110,0183,0314,0272,
0110,0183,0314,0272,
0114,0195,0331,0288,
0120,0196,0334,0288,
0120,0196,0334,0288,
0117,0184,0325,0277,
0116,0184,0319,0277,
0116,0184,0319,0277,
0116,0189,0319,0281,
0116,0192,0319,0286,
0116,0192,0319,0286,
0120,0192,0331,0282,
0118,0194,0329,0282,
0118,0194,0329,0282,
0107,0186,0303,0267,
0107,0186,0303,0267,
0107,0186,0303,0267,
0111,0192,0315,0273,
0111,0191,0315,0285,
0111,0191,0315,0285,
0114,0191,0328,0285,
0114,0191,0328,0284,
