delta1,delta2,delta3,delta4
0131,0233,0352,0256,
0131,0233,0352,0260,
0131,0233,0352,0260,
0131,0232,0359,0250,
0131,0232,0360,0250,
0131,0232,0360,0250,
0132,0232,0361,0253,
0132,0232,0361,0253,
0132,0232,0361,0253,
0128,0234,0357,0256,
0128,0234,0357,0254,
0128,0234,0357,0254,
0130,0235,0357,0254,
0130,0237,0355,0258,
0130,0237,0355,0258,
0132,0233,0355,0253,
0132,0233,0361,0253,
0132,0233,0361,0253,
0131,0232,0361,0254,
0131,0232,0357,0254,
0131,0232,0357,0254,
0132,0230,0357,0254,
0132,0230,0356,0252,
0132,0230,0356,0252,
0132,0228,0353,0250,
0132,0228,0353,0250,
0132,0228,0353,0250,
0129,0228,0349,0250,
0129,0228,0349,0250,
0129,0228,0349,0250,
