delta1,delta2,delta3,delta4
0129,0218,0362,0265,
0130,0218,0364,0265,
0130,0218,0364,0265,
0129,0223,0365,0265,
0129,0223,0366,0265,
0129,0223,0366,0265,
0126,0228,0361,0273,
0126,0228,0361,0274,
0126,0228,0361,0274,
0127,0222,0366,0274,
0127,0222,0358,0269,
0127,0222,0358,0269,
0130,0226,0354,0267,
0130,0227,0354,0267,
0130,0227,0354,0267,
0126,0225,0355,0271,
0126,0225,0355,0269,
0126,0225,0355,0269,
0125,0226,0352,0269,
0125,0226,0352,0271,
0125,0226,0352,0271,
0126,0225,0354,0267,
0126,0225,0354,0267,
0126,0225,0354,0267,
0125,0224,0353,0267,
0125,0224,0353,0271,
0125,0224,0353,0271,
0129,0228,0359,0270,
0129,0228,0359,0268,
0129,0228,0359,0268,
