delta1,delta2,delta3,delta4
0099,0148,0274,0235,
0080,0117,0206,0176,
0073,0117,0200,0167,
0073,0105,0173,0150,
0066,0098,0165,0143,
0066,0098,0165,0143,
0066,0099,0165,0143,
0070,0109,0167,0144,
0088,0134,0235,0200,
0093,0147,0274,0233,
0095,0160,0302,0236,
0106,0162,0308,0250,
0106,0162,0308,0250,
0101,0162,0308,0250,
0095,0162,0308,0250,
0095,0162,0308,0250,
0080,0117,0210,0167,
0074,0116,0196,0162,
0074,0109,0174,0155,
0074,0109,0174,0155,
0071,0113,0186,0157,
0071,0115,0205,0163,
0071,0116,0211,0165,
0093,0155,0276,0224,
0094,0166,0322,0249,
0100,0169,0323,0255,
0101,0179,0326,0255,
0101,0179,0326,0255,
0094,0179,0326,0255,
0084,0179,0326,0255,
