delta1,delta2,delta3,delta4
0097,0160,0267,0258,
0101,0160,0268,0259,
0101,0160,0263,0258,
0101,0160,0263,0258,
0098,0160,0258,0258,
0098,0160,0258,0255,
0098,0160,0258,0255,
0096,0163,0263,0253,
0096,0159,0262,0253,
0096,0159,0262,0253,
0095,0159,0262,0255,
0095,0163,0269,0255,
0095,0163,0269,0255,
0098,0160,0269,0257,
0098,0160,0269,0257,
0098,0160,0269,0257,
0101,0164,0270,0260,
0101,0164,0270,0260,
0101,0164,0270,0260,
0103,0168,0279,0267,
0103,0168,0279,0267,
0103,0168,0279,0267,
0103,0163,0279,0273,
0103,0163,0279,0272,
0103,0163,0279,0272,
0101,0162,0279,0269,
0101,0162,0281,0269,
0101,0162,0281,0269,
0100,0171,0285,0274,
0100,0170,0283,0274,
