delta1,delta2,delta3,delta4
0086,0122,0238,0191,
0086,0122,0213,0184,
0086,0122,0213,0184,
0090,0132,0228,0203,
0091,0133,0229,0203,
0091,0137,0238,0205,
0115,0162,0291,0270,
0115,0165,0317,0293,
0115,0166,0348,0305,
0126,0197,0414,0358,
0126,0197,0414,0358,
0116,0173,0359,0298,
0109,0172,0334,0287,
0102,0148,0277,0240,
0098,0135,0238,0211,
0081,0121,0224,0186,
0081,0121,0218,0186,
0081,0121,0218,0186,
0089,0128,0226,0196,
0089,0128,0230,0196,
0089,0133,0232,0204,
0121,0170,0310,0282,
0123,0184,0356,0318,
0129,0191,0397,0334,
0130,0191,0397,0334,
0130,0189,0387,0321,
0109,0158,0318,0256,
0097,0154,0308,0255,
0092,0141,0269,0229,
0092,0141,0260,0229,
