delta1,delta2,delta3,delta4
0118,0194,0317,0254,
0116,0195,0319,0257,
0116,0195,0319,0257,
0116,0195,0319,0257,
0114,0200,0318,0264,
0114,0203,0318,0264,
0114,0203,0318,0264,
0117,0195,0312,0266,
0117,0195,0312,0266,
0117,0195,0312,0266,
0118,0200,0318,0269,
0118,0200,0318,0270,
0118,0200,0318,0270,
0118,0202,0327,0267,
0119,0200,0327,0267,
0119,0200,0327,0267,
0119,0200,0327,0271,
0119,0200,0327,0271,
0119,0200,0327,0271,
0115,0204,0320,0266,
0115,0204,0320,0266,
0115,0204,0320,0266,
0117,0197,0324,0263,
0117,0197,0324,0263,
0117,0197,0324,0263,
0120,0199,0328,0266,
0120,0200,0330,0266,
0120,0200,0330,0266,
0117,0195,0328,0267,
0117,0195,0327,0267,
