delta1,delta2,delta3,delta4
0118,0202,0368,0318,
0118,0202,0356,0316,
0118,0189,0335,0292,
0112,0189,0334,0291,
0112,0189,0334,0291,
0112,0187,0330,0291,
0113,0187,0330,0292,
0113,0187,0330,0292,
0119,0189,0336,0300,
0119,0192,0341,0302,
0119,0192,0349,0302,
0126,0199,0360,0325,
0130,0220,0403,0361,
0130,0220,0448,0391,
0141,0233,0450,0403,
0144,0246,0486,0424,
0144,0246,0486,0424,
0133,0225,0427,0364,
0129,0224,0423,0358,
0129,0224,0395,0347,
0122,0204,0359,0315,
0119,0200,0345,0304,
0119,0200,0343,0304,
0112,0189,0315,0281,
0109,0180,0311,0276,
0109,0180,0311,0276,
0108,0178,0294,0265,
0108,0178,0294,0265,
0108,0178,0294,0265,
0108,0179,0305,0274,
