delta1,delta2,delta3,delta4
0139,0241,0512,0468,
0139,0241,0512,0468,
0142,0237,0511,0462,
0142,0237,0511,0462,
0142,0237,0511,0462,
0141,0243,0520,0469,
0141,0243,0519,0469,
0141,0243,0519,0469,
0141,0245,0519,0474,
0141,0245,0532,0488,
0141,0245,0532,0488,
0145,0245,0534,0493,
0145,0245,0534,0493,
0145,0245,0534,0493,
0147,0241,0521,0481,
0147,0241,0521,0481,
0147,0241,0521,0481,
0142,0241,0519,0472,
0142,0241,0519,0472,
0142,0241,0519,0472,
0143,0241,0529,0479,
0143,0241,0529,0479,
0143,0241,0529,0479,
0146,0250,0536,0488,
0146,0250,0541,0488,
0146,0250,0541,0488,
0142,0245,0521,0469,
0142,0245,0521,0463,
0142,0245,0521,0463,
0141,0243,0519,0463,
