delta1,delta2,delta3,delta4
0122,0198,0358,0311,
0122,0198,0358,0311,
0123,0205,0365,0320,
0125,0205,0376,0327,
0125,0205,0376,0327,
0125,0202,0359,0313,
0126,0202,0354,0307,
0126,0202,0354,0307,
0112,0187,0329,0289,
0112,0187,0326,0281,
0112,0187,0326,0281,
0113,0184,0326,0281,
0120,0184,0326,0288,
0120,0184,0326,0288,
0120,0194,0334,0296,
0125,0201,0372,0325,
0125,0201,0372,0325,
0129,0218,0390,0340,
0131,0222,0390,0343,
0131,0222,0390,0343,
0123,0200,0358,0316,
0118,0200,0342,0302,
0118,0200,0342,0302,
0111,0186,0315,0277,
0111,0186,0315,0275,
0111,0186,0315,0275,
0112,0187,0320,0275,
0114,0187,0322,0286,
0114,0187,0322,0286,
0117,0198,0347,0298,
