delta1,delta2,delta3,delta4
0107,0187,0328,0307,
0108,0187,0328,0309,
0108,0188,0328,0309,
0108,0188,0328,0309,
0111,0184,0328,0309,
0111,0184,0331,0309,
0111,0184,0331,0309,
0115,0179,0334,0315,
0111,0179,0334,0315,
0111,0179,0334,0315,
0111,0188,0335,0317,
0112,0188,0339,0317,
0112,0188,0339,0317,
0112,0181,0334,0318,
0112,0181,0334,0316,
0112,0181,0334,0316,
0113,0187,0334,0316,
0113,0187,0334,0318,
0113,0187,0334,0318,
0113,0191,0337,0313,
0113,0191,0337,0313,
0113,0191,0337,0313,
0116,0183,0329,0317,
0116,0183,0329,0315,
0116,0183,0329,0315,
0110,0189,0338,0314,
0110,0189,0340,0314,
0110,0189,0340,0314,
0115,0190,0350,0327,
0118,0190,0352,0327,
