delta1,delta2,delta3,delta4
0129,0231,0349,0248,
0128,0228,0349,0248,
0128,0228,0349,0248,
0128,0228,0349,0248,
0130,0222,0349,0240,
0126,0222,0347,0240,
0126,0222,0347,0240,
0126,0230,0347,0238,
0131,0230,0351,0238,
0131,0230,0351,0238,
0125,0231,0337,0247,
0125,0231,0337,0247,
0125,0231,0337,0247,
0129,0232,0341,0247,
0129,0232,0341,0247,
0129,0232,0341,0247,
0129,0229,0346,0244,
0134,0229,0346,0244,
0134,0229,0346,0244,
0126,0231,0342,0246,
0126,0231,0342,0251,
0126,0231,0342,0251,
0125,0234,0342,0245,
0125,0234,0342,0245,
0125,0234,0342,0245,
0127,0231,0347,0242,
0127,0231,0347,0242,
0127,0231,0347,0242,
0133,0224,0347,0245,
0130,0224,0350,0247,
