delta1,delta2,delta3,delta4
0123,0204,0331,0266,
0123,0204,0331,0266,
0123,0204,0331,0266,
0126,0204,0338,0263,
0126,0204,0339,0263,
0126,0204,0339,0263,
0121,0209,0335,0273,
0121,0210,0335,0273,
0121,0210,0335,0273,
0118,0213,0339,0267,
0118,0213,0339,0267,
0118,0213,0339,0267,
0119,0213,0336,0268,
0119,0214,0336,0276,
0119,0214,0336,0276,
0122,0210,0338,0271,
0122,0210,0338,0271,
0122,0210,0338,0271,
0122,0207,0341,0267,
0122,0207,0344,0267,
0122,0207,0344,0267,
0122,0211,0344,0272,
0122,0211,0343,0272,
0122,0211,0343,0272,
0123,0207,0343,0272,
0123,0207,0343,0272,
0123,0207,0343,0272,
0119,0217,0342,0273,
0119,0211,0342,0273,
0119,0211,0342,0273,
