delta1,delta2,delta3,delta4
0132,0231,0377,0281,
0132,0231,0377,0281,
0130,0229,0369,0279,
0130,0229,0369,0279,
0130,0229,0369,0279,
0136,0227,0374,0264,
0132,0227,0374,0264,
0132,0227,0374,0264,
0132,0231,0375,0276,
0134,0231,0375,0276,
0134,0231,0375,0276,
0126,0233,0378,0279,
0126,0231,0381,0279,
0126,0231,0381,0279,
0131,0230,0368,0278,
0131,0230,0368,0278,
0131,0230,0368,0278,
0130,0227,0378,0280,
0130,0227,0376,0280,
0130,0227,0376,0280,
0136,0236,0367,0282,
0134,0236,0367,0280,
0134,0236,0367,0280,
0131,0230,0381,0273,
0131,0230,0379,0273,
0131,0230,0379,0273,
0130,0231,0367,0280,
0130,0231,0367,0279,
0130,0231,0367,0279,
0132,0234,0372,0279,
