delta1,delta2,delta3,delta4
0190,0241,0295,0280,
0190,0241,0295,0280,
0190,0241,0295,0280,
0184,0235,0287,0283,
0184,0235,0287,0283,
0182,0235,0287,0283,
0171,0223,0277,0272,
0171,0223,0277,0272,
0171,0223,0277,0272,
0145,0201,0261,0251,
0145,0201,0261,0251,
0166,0219,0285,0287,
0166,0219,0285,0287,
0174,0226,0289,0294,
0175,0226,0291,0303,
0175,0226,0291,0303,
0167,0226,0295,0298,
0167,0226,0291,0298,
0167,0226,0291,0298,
0156,0215,0277,0291,
0153,0215,0277,0291,
0153,0215,0277,0291,
0137,0199,0272,0290,
0137,0198,0268,0290,
0137,0198,0268,0290,
0128,0182,0256,0281,
0128,0182,0256,0281,
0128,0182,0256,0281,
0129,0185,0262,0284,
0129,0185,0265,0295,
