delta1,delta2,delta3,delta4
0130,0230,0350,0250,
0130,0230,0350,0250,
0134,0229,0346,0255,
0131,0229,0346,0255,
0131,0229,0346,0255,
0124,0233,0344,0253,
0124,0235,0344,0248,
0124,0235,0344,0248,
0130,0235,0346,0248,
0130,0233,0346,0248,
0130,0233,0346,0248,
0128,0230,0343,0250,
0128,0230,0343,0249,
0128,0230,0343,0249,
0124,0233,0349,0249,
0124,0234,0349,0248,
0124,0234,0349,0248,
0130,0231,0343,0248,
0131,0231,0343,0246,
0131,0231,0343,0246,
0128,0227,0344,0244,
0128,0227,0344,0244,
0128,0227,0344,0244,
0129,0223,0345,0246,
0129,0223,0342,0246,
0129,0223,0342,0246,
0134,0229,0339,0243,
0133,0229,0339,0243,
0133,0229,0339,0243,
0133,0231,0348,0248,
