delta1,delta2,delta3,delta4
0114,0192,0323,0267,
0112,0195,0314,0269,
0112,0195,0314,0269,
0112,0195,0314,0269,
0118,0199,0322,0272,
0120,0197,0322,0269,
0120,0197,0322,0269,
0114,0195,0318,0269,
0114,0195,0318,0269,
0114,0195,0318,0269,
0116,0196,0321,0266,
0116,0196,0321,0266,
0116,0196,0321,0266,
0112,0195,0316,0271,
0112,0195,0316,0273,
0112,0195,0316,0273,
0115,0191,0320,0270,
0115,0191,0320,0270,
0115,0191,0320,0270,
0118,0192,0322,0261,
0118,0192,0321,0261,
0118,0192,0321,0261,
0117,0197,0318,0269,
0117,0199,0318,0268,
0117,0199,0318,0268,
0116,0193,0318,0268,
0116,0192,0318,0267,
0116,0192,0318,0267,
0110,0192,0317,0267,
0110,0191,0315,0267,
