delta1,delta2,delta3,delta4
0133,0236,0362,0251,
0133,0236,0362,0251,
0130,0234,0364,0251,
0130,0234,0364,0251,
0130,0234,0364,0251,
0129,0242,0367,0263,
0129,0240,0367,0265,
0129,0240,0367,0265,
0129,0239,0364,0263,
0129,0239,0364,0263,
0129,0239,0364,0263,
0129,0243,0363,0269,
0129,0244,0363,0268,
0129,0244,0363,0268,
0128,0234,0366,0268,
0128,0234,0366,0267,
0128,0234,0366,0267,
0134,0239,0368,0267,
0134,0239,0366,0259,
0134,0239,0366,0259,
0134,0238,0363,0257,
0134,0238,0363,0257,
0134,0238,0363,0257,
0135,0235,0367,0264,
0137,0235,0365,0261,
0137,0235,0365,0261,
0136,0233,0363,0257,
0132,0233,0363,0257,
0132,0233,0363,0257,
0132,0231,0367,0260,
