delta1,delta2,delta3,delta4
0111,0179,0223,0217,
0111,0179,0223,0217,
0110,0177,0224,0215,
0110,0177,0224,0215,
0110,0177,0224,0215,
0109,0179,0225,0215,
0109,0179,0225,0215,
0109,0179,0225,0215,
0107,0175,0218,0212,
0107,0175,0218,0212,
0107,0175,0218,0212,
0106,0178,0221,0214,
0106,0178,0221,0214,
0106,0178,0221,0214,
0103,0171,0213,0200,
0103,0171,0213,0200,
0103,0171,0213,0200,
0106,0172,0213,0203,
0106,0172,0213,0203,
0106,0172,0213,0203,
0107,0172,0212,0203,
0107,0172,0212,0203,
0107,0172,0212,0203,
0102,0172,0214,0205,
0102,0172,0214,0205,
0102,0172,0214,0205,
0104,0172,0219,0211,
0104,0172,0219,0211,
0104,0172,0219,0211,
0102,0175,0215,0202,
