delta1,delta2,delta3,delta4
0092,0140,0263,0221,
0092,0140,0263,0221,
0088,0135,0235,0204,
0082,0134,0234,0200,
0082,0120,0205,0175,
0081,0120,0199,0166,
0075,0112,0199,0166,
0075,0112,0199,0166,
0075,0112,0204,0177,
0092,0128,0217,0187,
0092,0132,0237,0199,
0095,0133,0240,0202,
0105,0146,0265,0235,
0105,0146,0275,0235,
0104,0146,0275,0235,
0094,0146,0275,0235,
0094,0146,0275,0235,
0093,0131,0236,0195,
0074,0129,0233,0179,
0074,0114,0200,0169,
0074,0109,0182,0154,
0064,0102,0174,0146,
0064,0102,0174,0146,
0064,0102,0174,0146,
0064,0102,0174,0146,
0064,0102,0174,0146,
0064,0102,0174,0146,
0079,0110,0192,0167,
0079,0110,0192,0167,
0079,0110,0200,0167,
