delta1,delta2,delta3,delta4
0121,0207,0330,0269,
0120,0204,0330,0270,
0120,0204,0330,0270,
0120,0204,0320,0270,
0120,0208,0320,0272,
0120,0208,0320,0272,
0120,0205,0327,0277,
0121,0205,0327,0277,
0121,0205,0327,0277,
0124,0205,0330,0275,
0122,0205,0330,0275,
0122,0205,0330,0275,
0122,0207,0335,0276,
0123,0204,0335,0272,
0123,0204,0335,0272,
0118,0203,0336,0272,
0118,0203,0336,0273,
0118,0203,0336,0273,
0119,0204,0336,0273,
0119,0204,0339,0278,
0119,0204,0339,0278,
0121,0204,0339,0278,
0121,0204,0340,0278,
0121,0204,0340,0278,
0122,0206,0336,0268,
0123,0206,0336,0268,
0123,0206,0336,0268,
0120,0206,0329,0271,
0120,0211,0329,0271,
0120,0211,0329,0271,
