delta1,delta2,delta3,delta4
0137,0246,0369,0265,
0137,0246,0369,0265,
0137,0246,0369,0265,
0137,0246,0368,0265,
0137,0246,0368,0266,
0137,0246,0368,0266,
0137,0242,0380,0266,
0138,0242,0379,0267,
0138,0242,0379,0267,
0138,0244,0373,0268,
0137,0244,0373,0270,
0137,0244,0373,0270,
0133,0249,0369,0267,
0133,0250,0369,0265,
0133,0250,0369,0265,
0137,0246,0376,0264,
0139,0246,0376,0264,
0139,0246,0376,0264,
0136,0240,0376,0267,
0136,0240,0375,0266,
0136,0240,0375,0266,
0134,0241,0365,0264,
0134,0241,0365,0264,
0134,0241,0365,0264,
0130,0243,0366,0260,
0130,0248,0366,0260,
0130,0248,0366,0260,
0136,0246,0372,0256,
0136,0246,0370,0256,
0136,0246,0370,0256,
