delta1,delta2,delta3,delta4
0119,0207,0243,0222,
0123,0217,0245,0226,
0125,0235,0265,0233,
0125,0235,0265,0233,
0144,0283,0294,0259,
0158,0289,0311,0287,
0168,0340,0346,0307,
0206,0411,0397,0369,
0217,0422,0415,0381,
0219,0432,0419,0381,
0219,0432,0419,0381,
0193,0378,0376,0337,
0177,0331,0342,0309,
0172,0286,0336,0302,
0135,0253,0271,0247,
0135,0250,0271,0247,
0125,0233,0258,0238,
0133,0232,0267,0240,
0133,0232,0267,0240,
0142,0241,0270,0254,
0155,0248,0286,0269,
0156,0248,0286,0269,
0156,0248,0286,0269,
0148,0229,0277,0263,
0148,0229,0277,0263,
0148,0229,0277,0263,
0128,0195,0242,0232,
0128,0195,0242,0232,
0126,0195,0242,0232,
0123,0183,0226,0224,
