delta1,delta2,delta3,delta4
0121,0206,0390,0361,
0120,0203,0388,0360,
0120,0203,0388,0358,
0120,0203,0388,0358,
0125,0204,0392,0358,
0125,0204,0392,0359,
0125,0204,0392,0359,
0121,0206,0396,0365,
0121,0206,0399,0365,
0121,0206,0399,0365,
0121,0207,0396,0362,
0121,0207,0396,0362,
0121,0207,0396,0362,
0119,0202,0393,0358,
0119,0202,0393,0358,
0119,0202,0393,0358,
0123,0202,0389,0357,
0123,0202,0389,0357,
0123,0202,0389,0357,
0121,0206,0396,0360,
0121,0206,0396,0360,
0121,0206,0396,0360,
0122,0206,0389,0357,
0122,0206,0389,0357,
0122,0206,0389,0357,
0121,0204,0389,0358,
0121,0204,0389,0358,
0121,0204,0389,0358,
0118,0207,0388,0353,
0118,0207,0388,0353,
