delta1,delta2,delta3,delta4
0087,0165,0211,0202,
0087,0165,0211,0202,
0090,0169,0219,0202,
0090,0169,0219,0202,
0090,0169,0219,0202,
0092,0173,0219,0203,
0092,0173,0219,0203,
0092,0173,0219,0203,
0093,0173,0221,0207,
0093,0173,0221,0207,
0093,0173,0221,0207,
0098,0172,0226,0216,
0098,0172,0226,0216,
0104,0172,0226,0216,
0114,0190,0239,0230,
0114,0190,0239,0230,
0114,0190,0239,0230,
0115,0183,0240,0231,
0115,0183,0240,0231,
0115,0183,0240,0231,
0117,0179,0229,0228,
0117,0179,0229,0228,
0117,0179,0229,0228,
0113,0173,0227,0225,
0113,0173,0227,0225,
0113,0173,0227,0225,
0116,0181,0232,0228,
0116,0181,0232,0228,
0116,0181,0232,0228,
0122,0185,0238,0232,
