delta1,delta2,delta3,delta4
0124,0211,0349,0284,
0124,0211,0349,0286,
0124,0211,0349,0286,
0125,0214,0355,0285,
0125,0214,0355,0285,
0125,0214,0355,0285,
0121,0209,0357,0281,
0121,0209,0357,0281,
0121,0209,0357,0281,
0127,0215,0345,0286,
0127,0219,0345,0287,
0127,0219,0345,0287,
0125,0216,0348,0284,
0125,0216,0348,0281,
0125,0216,0348,0281,
0121,0212,0346,0279,
0121,0212,0346,0279,
0121,0212,0346,0279,
0124,0216,0347,0276,
0124,0216,0347,0276,
0124,0216,0347,0276,
0125,0215,0354,0283,
0125,0215,0354,0284,
0125,0215,0354,0284,
0125,0206,0347,0281,
0126,0206,0347,0281,
0126,0206,0347,0281,
0124,0208,0350,0282,
0124,0208,0351,0280,
0124,0208,0351,0280,
