delta1,delta2,delta3,delta4
0084,0124,0217,0187,
0081,0126,0217,0187,
0081,0120,0216,0186,
0076,0111,0193,0169,
0076,0111,0189,0169,
0079,0113,0189,0170,
0079,0114,0192,0170,
0083,0115,0199,0170,
0077,0118,0199,0174,
0077,0118,0198,0174,
0075,0107,0181,0156,
0071,0104,0170,0154,
0068,0097,0161,0150,
0068,0097,0161,0150,
0077,0108,0187,0169,
0083,0117,0206,0185,
0087,0127,0234,0197,
0088,0132,0236,0200,
0088,0132,0236,0200,
0078,0117,0209,0173,
0077,0114,0193,0170,
0072,0109,0176,0155,
0072,0109,0176,0155,
0080,0114,0191,0171,
0080,0120,0207,0181,
0081,0122,0211,0186,
0078,0122,0211,0186,
0078,0115,0202,0180,
0071,0108,0176,0158,
0070,0105,0175,0154,
