delta1,delta2,delta3,delta4
0118,0194,0338,0287,
0118,0194,0338,0287,
0114,0194,0325,0289,
0114,0196,0325,0289,
0114,0196,0325,0289,
0112,0190,0325,0276,
0112,0190,0325,0276,
0112,0190,0325,0276,
0116,0193,0321,0279,
0116,0193,0321,0278,
0116,0193,0321,0278,
0115,0191,0325,0278,
0115,0191,0325,0280,
0115,0191,0325,0280,
0111,0191,0325,0280,
0111,0191,0325,0281,
0111,0191,0325,0281,
0115,0194,0316,0278,
0115,0194,0316,0277,
0115,0194,0316,0277,
0114,0184,0322,0270,
0114,0184,0322,0270,
0114,0184,0322,0270,
0112,0190,0318,0275,
0112,0190,0318,0276,
0112,0190,0318,0276,
0115,0187,0321,0274,
0112,0187,0321,0274,
0112,0187,0321,0274,
0112,0194,0320,0282,
