delta1,delta2,delta3,delta4
0131,0228,0345,0251,
0131,0228,0345,0251,
0131,0228,0345,0251,
0128,0228,0347,0247,
0128,0230,0347,0247,
0128,0230,0347,0247,
0122,0228,0343,0253,
0122,0228,0343,0253,
0122,0228,0343,0253,
0123,0230,0345,0253,
0123,0232,0345,0253,
0123,0232,0345,0253,
0130,0226,0346,0253,
0129,0226,0346,0252,
0129,0226,0346,0252,
0128,0232,0351,0252,
0128,0233,0351,0252,
0128,0233,0351,0252,
0133,0228,0354,0249,
0130,0228,0354,0249,
0130,0228,0354,0249,
0130,0233,0352,0251,
0131,0234,0349,0247,
0131,0234,0349,0247,
0134,0230,0349,0247,
0135,0230,0355,0251,
0135,0230,0355,0251,
0126,0237,0349,0258,
0126,0236,0349,0260,
0126,0236,0349,0260,
