delta1,delta2,delta3,delta4
0134,0234,0365,0273,
0134,0234,0365,0273,
0133,0230,0377,0266,
0133,0230,0377,0266,
0133,0230,0377,0266,
0131,0234,0371,0275,
0131,0237,0371,0275,
0131,0237,0371,0275,
0134,0230,0375,0272,
0134,0230,0375,0271,
0134,0230,0375,0271,
0135,0235,0378,0271,
0135,0235,0374,0272,
0135,0235,0374,0272,
0135,0232,0374,0262,
0133,0232,0373,0262,
0133,0232,0373,0262,
0133,0234,0369,0261,
0133,0234,0369,0261,
0133,0234,0369,0261,
0133,0235,0364,0270,
0134,0235,0364,0273,
0134,0235,0364,0273,
0126,0235,0362,0267,
0126,0235,0362,0267,
0126,0235,0362,0267,
0135,0236,0367,0269,
0133,0236,0367,0269,
0133,0236,0367,0269,
0133,0231,0365,0264,
